period,artifact,dcterms:coverage_temporal,xsd:gDate_earliestStart,xsd:gDate_latestStart,xsd:gDate_earliestEnd,xsd:gDate_latestEnd,skos:CloseMatch,significance,source_name
41KM16,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.003,"acig_Arch_Survey_Leon_Creek_Greenway_SA_Bexar_Co_TX_TAC_5229.txt"
41BX52,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.098,"acig_Arch_Survey_Leon_Creek_Greenway_SA_Bexar_Co_TX_TAC_5229.txt"
41BX996,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.003,"acig_Arch_Survey_Leon_Creek_Greenway_SA_Bexar_Co_TX_TAC_5229.txt"
41BX222,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.003,"acig_Arch_Survey_Leon_Creek_Greenway_SA_Bexar_Co_TX_TAC_5229.txt"
41BX47,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.22,"acig_Arch_Survey_Leon_Creek_Greenway_SA_Bexar_Co_TX_TAC_5229.txt"
41TV219,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.083,"acig_CSJ-1186-01-061_Arch_Survey_ FM_969_Decker_Lane_to_SH_130_Travis_Co_TX_TAC_4067.txt"
41WM173,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.062,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM176,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.021,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM1079,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.278,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM1084,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.153,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM1084,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.153,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM1080,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.25,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM183,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.021,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM203,Prehistoric,,,-12550,1690,,,0.028,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM084,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.007,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM174,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.042,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM080,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.007,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM214,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.035,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM1080,Prehistoric,,,-12550,1690,,,0.25,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM203,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.028,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM1079,Prehistoric,,,-12550,1690,,,0.278,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM1084,Prehistoric,,,-12550,1690,,,0.153,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM215,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.021,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM182,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.028,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM175,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.035,"acig_Rept_37_Arch_Survey_Parmer_Lane_Ext_Williamson_Co_TX_TAC_2752.txt"
41WM1025,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.044,"ACIG_RI _No2_Vol4_ Arch_Survey_of_Phase_II_of_the_Chandler_Rd_Extens_Project_from_CR-110-to-FM-1660,-_Williamson_Co_TX.txt"
41WM835,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.044,"ACIG_RI _No2_Vol4_ Arch_Survey_of_Phase_II_of_the_Chandler_Rd_Extens_Project_from_CR-110-to-FM-1660,-_Williamson_Co_TX.txt"
41WM1098,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.478,"ACIG_RI _No2_Vol4_ Arch_Survey_of_Phase_II_of_the_Chandler_Rd_Extens_Project_from_CR-110-to-FM-1660,-_Williamson_Co_TX.txt"
41WM1014,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.044,"ACIG_RI _No2_Vol4_ Arch_Survey_of_Phase_II_of_the_Chandler_Rd_Extens_Project_from_CR-110-to-FM-1660,-_Williamson_Co_TX.txt"
41WM1097,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.356,"ACIG_RI _No2_Vol4_ Arch_Survey_of_Phase_II_of_the_Chandler_Rd_Extens_Project_from_CR-110-to-FM-1660,-_Williamson_Co_TX.txt"
41WM1097,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.356,"acig_V2_N_4_Arch_Survey_Phase_II_Chandler_Road_Ext_Williamson_Co_TX_TAC_2904.txt"
41WM835,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.044,"acig_V2_N_4_Arch_Survey_Phase_II_Chandler_Road_Ext_Williamson_Co_TX_TAC_2904.txt"
41WM1014,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.044,"acig_V2_N_4_Arch_Survey_Phase_II_Chandler_Road_Ext_Williamson_Co_TX_TAC_2904.txt"
41WM1025,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.044,"acig_V2_N_4_Arch_Survey_Phase_II_Chandler_Road_Ext_Williamson_Co_TX_TAC_2904.txt"
41WM1098,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.478,"acig_V2_N_4_Arch_Survey_Phase_II_Chandler_Road_Ext_Williamson_Co_TX_TAC_2904.txt"
41WM893,Marshall Ford,,,-2150,-1550,,http://n2t.net/ark:/99152/p0qkjhb7dxw,0.158,"acig_V2_No_9_Arch_Survey_Lakeline_Blvd_Ext_Travis_Co_TX_TAC_3678.txt"
41WM559,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.158,"acig_V2_No_9_Arch_Survey_Lakeline_Blvd_Ext_Travis_Co_TX_TAC_3678.txt"
41WM892,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.105,"acig_V2_No_9_Arch_Survey_Lakeline_Blvd_Ext_Travis_Co_TX_TAC_3678.txt"
41WM564,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.105,"acig_V2_No_9_Arch_Survey_Lakeline_Blvd_Ext_Travis_Co_TX_TAC_3678.txt"
41WM559,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.158,"acig_V2_No_9_Arch_Survey_Lakeline_Blvd_Ext_Travis_Co_TX_TAC_3678.txt"
41WM563,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.105,"acig_V2_No_9_Arch_Survey_Lakeline_Blvd_Ext_Travis_Co_TX_TAC_3678.txt"
41WM713,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.053,"acig_V2_No_9_Arch_Survey_Lakeline_Blvd_Ext_Travis_Co_TX_TAC_3678.txt"
41WM896,Late Historic,,1950,1800,1900,,http://n2t.net/ark:/99152/p07fthdfh68,0.053,"acig_V2_No_9_Arch_Survey_Lakeline_Blvd_Ext_Travis_Co_TX_TAC_3678.txt"
41WM566,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.105,"acig_V2_No_9_Arch_Survey_Lakeline_Blvd_Ext_Travis_Co_TX_TAC_3678.txt"
41WM1043,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.362,"ACS_Rept_16_Arch_Survey_Parmer_Lane_Williamson_Co_TX_TAC_2753.txt"
41WM104,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.293,"ACS_Rept_16_Arch_Survey_Parmer_Lane_Williamson_Co_TX_TAC_2753.txt"
41WM104,Prehistoric,,,-12550,1690,,,0.293,"ACS_Rept_16_Arch_Survey_Parmer_Lane_Williamson_Co_TX_TAC_2753.txt"
41WM104,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.293,"ACS_Rept_16_Arch_Survey_Parmer_Lane_Williamson_Co_TX_TAC_2753.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Background Review of the Choke Canyon Gas Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,1.0,"A Cultural Resources Survey of the Bayou Rouge South Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,1.0,"A Cultural Resources Survey of the Coleman B Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Cooke Ranch to Weeks Ranch Segment of the La Salle Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Cook Lateral Line.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Countiss T Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Countiss Trunkline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Countiss W Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Criswell Pavelka A Pipelne.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,1.0,"A Cultural Resources Survey of the Crystal City Lateral Line-1.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the DCP Tie-in on Hwy 72 to FM1582 Segment of the La Salle Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,1.0,"A Cultural Resources Survey of the Dennis Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Dickinson F 4H Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Dietze Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.25,"A Cultural Resources Survey of the Dilley 400-Acre Amine Facility.txt"
41TV130,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.25,"A Cultural Resources Survey of the Dilley 400-Acre Amine Facility.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.25,"A Cultural Resources Survey of the Dilley 400-Acre Amine Facility.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Dilley Regency Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Dilley to Gardendale Oil Pipeline.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.333,"A Cultural Resources Survey of the Dilley to Gardendale Oil Pipeline.txt"
41BX23,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.143,"A Cultural Resources Survey of the Dilly Dally Cell Tower Site, Hartley County, Texas.txt"
41BX52,Prehistoric,,,-12550,1690,,,0.333,"A Cultural Resources Survey of the Dilworth Interconnect et al. Pipelines.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Dilworth Interconnect et al. Pipelines.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Dilworth Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Dilworth M Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Dilworth R Lateral.txt"
41BX52,Prehistoric,,,-12550,1690,,,0.333,"A Cultural Resources Survey of the Dilworth R Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Dilworth W 4H Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Donell Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Edwards A 1H and Five F Lateral.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Encinal Pipeline and Compressor Facility.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Encinal Pipeline and Compressor Facility.txt"
41BX23,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.143,"A Cultural Resources Survey of the Endo-Hall Cell Tower Site, Donley County, Texas.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Faith Bonita F Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Faith Bonita Lateral.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Faith Bonita Lateral.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Faith Bonita Trunkline Extension.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Faith Bonita Trunkline Extension.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Faith Rincon Trunkline.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Faith Rincon Trunkline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Faith Sandy K Pipeline.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Faith San Pedro Discharge Line.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Faith San Pedro Discharge Line.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Faith San Pedro Trunkline Extension.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Faith San Pedro Trunkline Extension.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Faith San Pedro Trunkline.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Faith San Pedro Trunkline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Faith San Pedro West Trunkline.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Faith San Pedro West Trunkline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Faust Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Fiedler Brothers A Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Flatrock Creek E Pipeline.txt"
41BX23,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.1,"A Cultural Resources Survey of the Flewellen Monopole Site, Mc Lennan County, Texas.txt"
41ME7,Prehistoric,,,-12550,1690,,,0.333,"A Cultural Resources Survey of the Flying G 1H Pearsall Pipeline.txt"
41BX52,Prehistoric,,,-12550,1690,,,0.333,"A Cultural Resources Survey of the Flying G 1H Pearsall Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Flying G 1H Pearsall Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Flying G Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Foley Unit A MCM 1H Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Foster C Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Fox Creek 10-Acre Compressor Facility.txt"
41BX52,Prehistoric,,,-12550,1690,,,0.333,"A Cultural Resources Survey of the Fox Creek G 1H Pipelinel.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Fox Creek G 1H Pipelinel.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the Fox Creek Oil Storage Facility.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Frio Dilley Interconnect.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Garcia Lateral Extension.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Gardendale- Sharon Stephenson Property.txt"
41TA51,Prehistoric,,,-12550,1690,,,0.071,"A Cultural Resources Survey of the Garnet-Potter Tower Site, Taylor County, Texas.txt"
41TA53,Prehistoric,,,-12550,1690,,,0.071,"A Cultural Resources Survey of the Garnet-Potter Tower Site, Taylor County, Texas.txt"
41TA29,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.071,"A Cultural Resources Survey of the Garnet-Potter Tower Site, Taylor County, Texas.txt"
41TA1,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.071,"A Cultural Resources Survey of the Garnet-Potter Tower Site, Taylor County, Texas.txt"
41TA29,Prehistoric,,,-12550,1690,,,0.071,"A Cultural Resources Survey of the Garnet-Potter Tower Site, Taylor County, Texas.txt"
41BX23,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.071,"A Cultural Resources Survey of the Garnet-Potter Tower Site, Taylor County, Texas.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Garza Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Gates TR1 K 2H Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Gibson Lateral Extension.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Gibson South Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Gibson South Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Gibson West Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Gilbert Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Gilbert North A Pipeline.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Gringita Lateral Extension.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Gringita Lateral Extension.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Gringita Lateral.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Gringita Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Heavy Trunkline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Hidden Valley Lateral.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Hidden Valley Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Hideaway Discharge Line.txt"
41BX52,Prehistoric,,,-12550,1690,,,1.0,"A Cultural Resources Survey of the Holdsworth Homestead A Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,1.0,"A Cultural Resources Survey of the Holdsworth Homestead A Pipeline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Holubar Lateral Extension.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Holubar Lateral Extension.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,1.0,"A Cultural Resources Survey of the Howett North Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,1.0,"A Cultural Resources Survey of the Howett South Lateral Extension.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,1.0,"A Cultural Resources Survey of the Howett South Lateral.txt"
41BX23,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.143,"A Cultural Resources Survey of the Jazzmaster Cell Tower Site, Hartley County, Texas.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the JEA Trunkline.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.333,"A Cultural Resources Survey of the JEA Trunkline.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the JJ Henry IX M Lateral.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.333,"A Cultural Resources Survey of the JJ Henry Lateral.txt"
41BX23,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.2,"A Cultural Resources Survey of the Johnston Lateral Extension.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Johnston Lateral Extension.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Kinsey Lateral Extension.txt"
41BX52,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.2,"A Cultural Resources Survey of the Kinsey Lateral.txt"
